Station;010 Wedding;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;144 Silbersteinstraße;171 Mitte;174 Frankfurter Allee;190 Leipziger Straße;221 Karl-Marx-Straße
26.10.2023 10:00;13;15;12;19;11;16;15;16;16;13;14;18;15
26.10.2023 11:00;14;15;13;18;12;16;15;15;15;13;15;20;17
26.10.2023 12:00;14;16;13;18;10;16;16;16;16;13;16;18;18
26.10.2023 13:00;14;15;11;18;10;15;16;12;13;12;14;17;16
26.10.2023 14:00;15;15;13;15;10;16;16;15;15;15;16;22;19
26.10.2023 15:00;13;15;14;13;13;17;19;20;20;15;16;20;21
26.10.2023 16:00;13;15;12;13;15;16;19;20;20;13;15;15;17
26.10.2023 17:00;13;15;14;14;16;16;19;20;21;14;17;17;21
26.10.2023 18:00;14;14;15;15;16;16;20;20;23;14;17;17;22
26.10.2023 19:00;16;14;14;16;17;16;22;23;23;14;18;18;23
26.10.2023 20:00;17;14;17;17;19;19;21;21;22;16;19;19;24
26.10.2023 21:00;17;13;17;18;21;21;22;22;22;16;19;20;23
26.10.2023 22:00;17;15;18;20;22;22;23;23;25;16;18;22;23
26.10.2023 23:00;18;18;19;23;23;23;24;22;24;16;20;23;26
27.10.2023 00:00;18;18;20;24;20;22;23;23;25;19;23;24;27
27.10.2023 01:00;21;21;19;25;20;21;22;21;23;21;25;25;22
27.10.2023 02:00;22;21;19;24;22;21;19;21;22;21;25;22;25
27.10.2023 03:00;22;20;20;21;24;20;24;21;23;22;24;26;23
27.10.2023 04:00;19;21;20;22;22;20;25;22;23;21;25;24;22
27.10.2023 05:00;19;20;18;23;20;22;27;22;23;18;21;23;22
27.10.2023 06:00;17;22;18;23;20;21;21;22;23;17;22;22;22
27.10.2023 07:00;19;21;17;23;23;20;23;23;25;18;23;22;20
27.10.2023 08:00;18;20;18;24;21;20;24;24;26;18;22;23;23
27.10.2023 09:00;18;20;17;24;19;21;21;25;28;17;21;22;21
27.10.2023 10:00;20;20;19;22;18;21;23;25;28;18;25;25;22
27.10.2023 11:00;19;20;18;22;16;22;21;24;26;19;24;25;22
27.10.2023 12:00;18;19;18;20;16;20;20;26;28;18;21;23;22
27.10.2023 13:00;17;20;16;20;13;20;19;25;26;16;20;22;23
27.10.2023 14:00;16;19;13;20;12;17;19;21;22;14;17;20;20
27.10.2023 15:00;17;16;14;19;13;18;17;19;21;14;18;21;20
27.10.2023 16:00;17;16;16;21;14;18;19;20;21;15;19;22;21
27.10.2023 17:00;19;17;16;19;16;18;19;19;20;16;19;21;24
27.10.2023 18:00;21;18;18;17;17;20;20;21;22;18;23;24;25
27.10.2023 19:00;21;18;18;17;17;23;25;24;25;19;24;24;27
27.10.2023 20:00;20;20;18;21;16;20;22;25;25;17;22;22;26
27.10.2023 21:00;20;19;17;24;14;18;22;20;21;18;22;24;22
27.10.2023 22:00;17;19;14;25;15;17;19;19;19;17;20;20;19
27.10.2023 23:00;15;18;14;24;16;17;17;20;20;16;18;19;20
28.10.2023 00:00;14;18;14;21;15;17;17;19;19;15;17;19;20
28.10.2023 01:00;14;17;13;20;15;14;15;17;18;15;16;18;18
28.10.2023 02:00;12;17;12;20;15;14;14;15;16;14;16;16;16
28.10.2023 03:00;12;17;11;21;14;14;14;14;14;15;14;14;14
28.10.2023 04:00;11;16;9;19;11;12;14;12;13;12;12;13;13
28.10.2023 05:00;10;11;7;18;8;10;10;9;9;9;10;9;10
28.10.2023 06:00;7;9;6;16;7;7;8;7;8;7;9;8;8
28.10.2023 07:00;7;6;5;14;7;6;7;7;7;6;8;7;7
28.10.2023 08:00;7;6;6;12;7;6;8;8;8;7;9;8;8
28.10.2023 09:00;9;8;7;13;9;9;10;10;10;8;10;10;10
28.10.2023 10:00;10;10;8;13;10;12;13;12;13;10;12;13;12
28.10.2023 11:00;12;13;10;13;11;16;16;17;16;11;14;16;14
28.10.2023 12:00;13;11;12;13;11;15;17;19;20;13;16;19;17
28.10.2023 13:00;16;9;14;13;11;12;18;21;21;16;18;21;20
28.10.2023 14:00;14;10;12;15;12;13;16;18;20;16;18;19;19
28.10.2023 15:00;14;10;13;17;12;17;18;19;21;13;18;19;19
28.10.2023 16:00;17;11;15;18;13;15;19;20;22;14;19;21;21
28.10.2023 17:00;13;10;15;18;15;18;20;22;23;17;21;22;24
28.10.2023 18:00;15;10;15;20;17;15;22;21;22;16;23;25;28
28.10.2023 19:00;19;11;16;20;19;14;16;20;22;18;24;26;24
28.10.2023 20:00;16;11;12;20;17;13;18;14;15;19;22;17;16
28.10.2023 21:00;13;11;15;22;13;13;16;17;17;15;24;15;19
28.10.2023 22:00;9;13;17;23;14;11;15;15;16;11;19;12;17
28.10.2023 23:00;11;11;15;24;14;14;16;25;24;13;18;15;20
29.10.2023 00:00;14;11;16;23;15;14;18;18;19;18;18;18;21
29.10.2023 01:00;14;12;14;18;14;15;15;17;17;17;21;17;20
29.10.2023 02:00;;;;;;;;;;;;;
29.10.2023 03:00;10;11;9;12;12;10;12;11;11;14;14;12;12
29.10.2023 04:00;9;12;9;11;11;9;10;11;12;11;14;11;12
29.10.2023 05:00;9;10;9;11;8;10;10;11;11;11;13;11;12
29.10.2023 06:00;9;10;7;11;8;10;10;9;10;9;11;10;10
29.10.2023 07:00;8;9;7;11;8;9;10;9;9;8;11;10;9
29.10.2023 08:00;8;8;7;11;7;9;9;8;9;8;9;9;9
29.10.2023 09:00;8;8;7;10;7;9;9;8;9;8;10;9;9
29.10.2023 10:00;8;8;7;11;7;9;9;9;10;9;10;9;9
29.10.2023 11:00;8;7;8;10;8;9;10;10;11;9;11;10;10
29.10.2023 12:00;7;7;8;10;8;9;9;10;10;9;11;9;10
29.10.2023 13:00;7;7;7;10;7;8;8;9;9;7;10;9;10
29.10.2023 14:00;8;8;8;9;7;10;8;10;11;7;10;8;11
29.10.2023 15:00;8;8;13;10;6;10;16;12;14;7;11;8;13
29.10.2023 16:00;10;8;10;9;6;9;12;12;12;9;12;9;13
29.10.2023 17:00;8;8;11;10;7;9;9;9;9;8;10;8;10
29.10.2023 18:00;7;8;11;10;9;9;12;13;13;12;12;11;17
29.10.2023 19:00;9;10;11;11;9;11;14;12;12;17;14;13;17
29.10.2023 20:00;9;9;12;12;8;11;10;12;12;15;14;11;15
29.10.2023 21:00;7;8;8;12;6;7;9;9;10;8;10;9;13
29.10.2023 22:00;6;8;7;10;4;6;7;7;7;6;8;7;8
29.10.2023 23:00;5;8;6;9;4;6;7;6;7;5;7;7;7
30.10.2023 00:00;5;8;6;8;5;6;7;7;7;5;8;6;7
30.10.2023 01:00;5;8;5;8;5;6;7;7;7;5;7;7;7
30.10.2023 02:00;5;7;5;7;5;6;6;6;6;5;7;6;7
30.10.2023 03:00;5;7;5;7;5;6;6;5;6;5;6;6;6
30.10.2023 04:00;5;7;5;7;5;6;6;6;7;5;6;6;6
30.10.2023 05:00;5;8;5;7;5;6;6;6;7;5;7;6;6
30.10.2023 06:00;6;9;5;7;5;6;8;7;8;6;7;7;7
30.10.2023 07:00;6;9;6;8;5;7;9;8;9;6;8;8;8
30.10.2023 08:00;8;10;6;9;5;8;9;9;9;7;9;9;9
30.10.2023 09:00;7;7;7;10;6;8;11;10;11;9;10;9;10
30.10.2023 10:00;12;7;8;11;6;8;17;15;11;9;15;10;12
30.10.2023 11:00;10;8;9;12;6;10;19;15;18;10;16;10;15
30.10.2023 12:00;12;8;10;12;6;12;18;15;18;10;16;17;19
30.10.2023 13:00;14;7;9;11;6;11;16;14;16;9;54;23;19
30.10.2023 14:00;13;8;11;11;7;12;20;15;19;7;16;17;18
30.10.2023 15:00;14;9;12;12;7;16;20;19;23;9;22;22;18
30.10.2023 16:00;14;8;10;11;6;14;19;20;22;11;20;30;21
30.10.2023 17:00;13;10;8;12;9;10;16;18;22;9;19;16;22
30.10.2023 18:00;11;10;10;15;9;11;10;17;18;10;15;16;21
30.10.2023 19:00;11;12;10;17;9;11;11;14;15;10;14;18;18
30.10.2023 20:00;10;15;10;18;10;13;12;15;17;11;15;16;18
30.10.2023 21:00;10;16;11;17;10;13;13;14;15;13;14;15;18
30.10.2023 22:00;11;16;11;11;13;13;13;15;16;12;15;18;19
30.10.2023 23:00;14;17;12;10;13;15;15;16;17;13;16;16;20
31.10.2023 00:00;14;12;12;11;14;16;17;18;19;14;17;17;19
31.10.2023 01:00;14;9;12;10;14;17;17;16;17;14;18;17;19
31.10.2023 02:00;15;10;13;11;16;17;17;17;18;15;19;18;18
31.10.2023 03:00;15;11;13;11;16;18;18;18;19;17;19;18;19
31.10.2023 04:00;16;12;13;13;16;18;18;18;19;17;19;19;19
31.10.2023 05:00;15;14;14;16;16;17;19;18;19;16;18;19;19
31.10.2023 06:00;17;17;14;17;18;17;19;18;19;15;20;18;19
31.10.2023 07:00;13;16;13;17;18;14;19;18;19;13;18;16;18
31.10.2023 08:00;11;13;10;13;12;11;14;15;15;11;14;12;14
31.10.2023 09:00;7;7;7;12;8;7;10;10;11;9;10;9;10
31.10.2023 10:00;5;5;5;9;5;5;13;7;7;8;8;7;7
31.10.2023 11:00;6;5;5;6;5;6;7;8;10;7;8;6;7
31.10.2023 12:00;7;6;6;7;6;7;10;11;13;10;10;9;9
31.10.2023 13:00;8;6;7;9;6;8;11;15;19;9;11;11;10
31.10.2023 14:00;7;7;6;8;6;6;10;9;10;14;10;10;8
31.10.2023 15:00;5;5;6;7;5;6;10;8;9;15;8;8;8
31.10.2023 16:00;4;4;6;5;5;5;7;8;8;5;8;7;8
31.10.2023 17:00;5;5;6;6;4;6;8;8;8;5;8;7;8
31.10.2023 18:00;5;6;7;8;5;8;11;12;13;5;8;8;8
31.10.2023 19:00;6;6;9;9;7;10;11;11;11;6;10;8;10
31.10.2023 20:00;6;7;9;11;9;9;10;10;10;7;10;9;12
31.10.2023 21:00;5;5;6;7;7;8;7;7;7;5;8;6;8
31.10.2023 22:00;5;5;5;6;5;6;6;5;6;5;7;6;8
31.10.2023 23:00;5;5;5;7;5;6;6;6;7;5;8;8;8
01.11.2023 00:00;5;5;5;7;5;6;7;6;7;5;8;7;7
01.11.2023 01:00;5;5;5;7;5;6;6;6;8;5;8;6;7
01.11.2023 02:00;6;6;5;7;6;6;7;6;7;5;6;6;7
01.11.2023 03:00;6;7;5;8;6;7;9;7;9;5;7;7;8
01.11.2023 04:00;6;7;6;7;6;7;8;8;9;6;8;8;9
01.11.2023 05:00;6;7;6;8;5;7;7;8;9;6;10;9;9
01.11.2023 06:00;7;7;5;10;6;7;8;8;8;6;10;9;8
01.11.2023 07:00;7;7;6;9;6;7;8;10;10;6;12;11;9
01.11.2023 08:00;9;8;6;10;6;8;8;10;10;7;13;11;9
01.11.2023 09:00;11;8;7;9;6;9;9;9;9;7;14;11;9
01.11.2023 10:00;14;8;8;9;7;10;15;11;12;8;13;12;11
01.11.2023 11:00;24;8;9;10;7;11;15;13;13;9;17;14;13
01.11.2023 12:00;14;9;10;11;9;12;17;18;17;10;18;15;15
01.11.2023 13:00;13;8;9;12;8;13;15;16;18;10;16;18;16
01.11.2023 14:00;9;7;8;12;7;11;16;14;15;31;14;19;15
01.11.2023 15:00;11;7;8;11;6;11;23;14;16;23;14;15;17
01.11.2023 16:00;12;7;9;9;6;13;21;17;17;11;16;12;16
01.11.2023 17:00;8;7;8;9;7;9;14;16;14;13;12;12;14
01.11.2023 18:00;9;11;10;10;7;11;11;13;14;12;13;12;16
01.11.2023 19:00;10;10;10;10;8;13;13;14;14;13;14;13;17
01.11.2023 20:00;11;11;11;12;9;14;14;14;14;16;13;14;16
01.11.2023 21:00;13;12;13;10;10;14;14;13;14;13;16;15;19
01.11.2023 22:00;12;14;13;11;12;14;15;14;15;14;16;15;17
01.11.2023 23:00;12;13;11;10;13;15;15;17;16;14;16;16;16
02.11.2023 00:00;12;12;11;11;13;14;14;14;15;13;16;15;16
02.11.2023 01:00;12;14;11;11;12;13;13;14;15;13;16;14;15
02.11.2023 02:00;10;14;10;12;10;11;12;12;13;13;16;13;14
02.11.2023 03:00;10;13;9;10;10;10;13;12;12;11;13;13;13
02.11.2023 04:00;10;12;9;10;10;11;11;13;14;11;13;12;13
02.11.2023 05:00;9;12;8;12;9;11;10;10;11;10;12;11;11
02.11.2023 06:00;9;11;8;13;9;10;11;10;11;9;12;11;11
02.11.2023 07:00;9;11;8;14;9;11;13;12;12;10;13;12;12
02.11.2023 08:00;10;11;9;14;9;12;13;13;14;10;15;13;14
02.11.2023 09:00;12;11;10;10;9;14;12;14;15;11;16;14;14
02.11.2023 10:00;19;11;9;14;8;12;12;12;14;11;17;13;13
02.11.2023 11:00;36;10;9;14;7;12;12;14;15;12;18;14;17
02.11.2023 12:00;24;9;9;12;7;14;13;14;18;12;17;18;16
02.11.2023 13:00;32;9;9;12;8;13;12;14;15;12;18;18;16
02.11.2023 14:00;42;9;9;13;9;13;15;14;17;13;18;18;17
02.11.2023 15:00;50;9;11;15;10;15;15;16;19;16;20;19;20
02.11.2023 16:00;22;10;12;16;12;16;17;17;20;17;26;19;21
02.11.2023 17:00;16;11;12;19;12;16;17;18;21;15;23;21;23
02.11.2023 18:00;15;12;12;19;12;15;16;16;19;14;21;18;20
02.11.2023 19:00;12;14;11;16;11;14;15;15;16;13;18;15;20
02.11.2023 20:00;13;16;12;14;12;16;15;15;16;14;17;16;20
02.11.2023 21:00;14;16;13;16;13;17;18;17;18;16;18;18;20
02.11.2023 22:00;15;20;13;18;14;18;17;17;18;15;18;18;19
02.11.2023 23:00;14;24;13;17;14;18;18;17;18;16;18;18;19
03.11.2023 00:00;14;21;12;17;13;17;16;16;16;15;18;17;18
03.11.2023 01:00;15;19;12;19;14;17;17;16;17;15;18;17;17
03.11.2023 02:00;15;17;12;19;14;17;17;16;17;15;18;17;18
03.11.2023 03:00;14;15;13;19;14;15;17;17;18;15;18;17;19
03.11.2023 04:00;13;14;12;18;14;14;17;17;17;15;19;16;17
03.11.2023 05:00;12;12;11;18;14;13;15;16;16;13;19;15;16
03.11.2023 06:00;10;10;9;17;11;12;15;14;14;11;14;13;13
03.11.2023 07:00;9;10;9;12;9;11;13;12;12;9;11;12;12
03.11.2023 08:00;9;9;8;11;9;11;13;11;12;8;12;11;11
03.11.2023 09:00;9;8;8;12;9;11;14;13;14;8;12;23;12
03.11.2023 10:00;10;9;16;12;9;11;14;14;14;9;14;14;17
03.11.2023 11:00;12;9;12;15;8;11;13;15;14;9;17;16;24
03.11.2023 12:00;16;9;12;12;8;13;18;16;17;9;16;24;20
03.11.2023 13:00;9;9;12;12;7;14;33;16;17;9;15;19;17
03.11.2023 14:00;10;8;11;12;8;;34;16;18;17;16;32;16
03.11.2023 15:00;10;8;11;12;9;11;25;17;19;10;17;26;15
03.11.2023 16:00;11;8;13;12;8;13;21;18;21;11;19;18;17
03.11.2023 17:00;12;8;19;12;9;16;29;21;22;11;19;20;22
03.11.2023 18:00;14;9;20;13;12;20;30;24;22;12;35;21;28
03.11.2023 19:00;16;11;25;12;19;19;21;24;23;12;34;22;26
03.11.2023 20:00;13;13;23;13;21;19;18;22;23;14;28;17;25
03.11.2023 21:00;11;15;15;15;15;20;20;17;18;13;19;16;16
03.11.2023 22:00;12;14;14;12;14;19;18;15;16;12;18;15;15
03.11.2023 23:00;12;13;16;9;13;15;19;16;18;12;19;15;17
04.11.2023 00:00;11;12;13;10;13;13;16;14;15;11;16;14;14
04.11.2023 01:00;11;11;11;12;11;13;15;12;13;10;16;12;14
04.11.2023 02:00;9;11;9;15;10;12;13;11;12;10;14;11;12
04.11.2023 03:00;9;7;9;15;9;12;12;11;12;9;14;11;12
04.11.2023 04:00;9;6;9;12;9;12;11;10;11;9;12;11;11
04.11.2023 05:00;9;6;8;12;8;11;11;10;11;9;11;11;11
04.11.2023 06:00;9;5;8;13;8;11;11;10;11;9;11;11;10
04.11.2023 07:00;9;5;8;12;8;11;11;10;11;9;11;11;11
04.11.2023 08:00;10;5;8;12;7;11;11;10;11;9;12;11;11
04.11.2023 09:00;10;5;8;13;7;10;11;12;12;9;12;11;11
04.11.2023 10:00;9;5;8;13;6;10;10;12;12;8;12;11;11
04.11.2023 11:00;8;5;7;11;5;9;10;10;11;7;13;11;10
04.11.2023 12:00;7;4;6;9;4;8;9;10;11;6;10;9;11
04.11.2023 13:00;6;4;7;11;4;8;9;10;11;6;10;9;12
04.11.2023 14:00;6;4;6;14;4;7;8;10;11;6;10;8;9
04.11.2023 15:00;6;4;6;11;4;7;8;9;9;6;8;9;11
04.11.2023 16:00;6;4;6;11;4;6;7;8;10;6;8;9;9
04.11.2023 17:00;7;4;7;8;6;8;9;10;12;7;11;10;13
04.11.2023 18:00;11;5;9;14;8;12;11;16;17;9;15;24;19
04.11.2023 19:00;11;6;9;16;7;12;10;13;13;9;14;15;17
04.11.2023 20:00;8;6;8;14;7;10;9;10;11;8;12;13;14
04.11.2023 21:00;9;6;8;13;7;10;10;10;11;8;13;11;14
04.11.2023 22:00;8;6;8;13;7;10;10;10;11;8;13;11;13
04.11.2023 23:00;8;6;8;12;7;9;9;9;10;9;11;10;12
05.11.2023 00:00;7;6;7;11;6;8;7;7;8;7;10;8;10
05.11.2023 01:00;7;6;6;10;6;8;7;7;8;7;9;8;10
05.11.2023 02:00;7;5;6;11;6;7;7;7;8;7;9;8;9
05.11.2023 03:00;6;5;6;10;6;7;7;7;8;7;9;8;8
05.11.2023 04:00;7;4;6;10;6;7;7;7;8;8;8;8;8
05.11.2023 05:00;6;4;5;10;6;7;7;7;7;7;8;8;7
05.11.2023 06:00;6;4;5;10;5;6;7;7;7;6;8;7;7
05.11.2023 07:00;5;4;5;9;5;5;6;6;6;5;7;6;6
05.11.2023 08:00;5;3;5;9;5;5;6;6;6;5;7;6;6
05.11.2023 09:00;5;3;5;9;5;5;6;7;7;6;8;6;7
05.11.2023 10:00;6;4;6;9;5;6;8;7;7;6;8;7;8
05.11.2023 11:00;6;4;6;10;5;7;8;8;8;7;11;8;8
05.11.2023 12:00;7;4;6;10;5;7;8;8;9;7;10;9;8
05.11.2023 13:00;6;4;6;10;5;7;7;8;8;7;8;8;8
05.11.2023 14:00;6;4;7;11;5;8;7;7;7;6;9;8;8
05.11.2023 15:00;7;4;8;11;5;8;8;8;9;6;9;10;10
05.11.2023 16:00;7;4;8;9;5;8;9;9;10;6;8;7;12
05.11.2023 17:00;5;4;11;9;4;6;7;7;7;6;7;7;10
05.11.2023 18:00;6;4;9;9;5;7;7;7;8;6;8;7;10
05.11.2023 19:00;6;4;10;10;4;7;7;8;9;6;9;7;9
05.11.2023 20:00;5;4;8;9;5;8;8;7;7;6;9;7;8
05.11.2023 21:00;5;4;6;9;5;8;9;7;7;6;8;7;7
05.11.2023 22:00;6;4;6;10;6;7;10;7;8;6;9;7;7
05.11.2023 23:00;6;4;6;11;6;7;11;7;8;6;9;8;8
06.11.2023 00:00;5;4;6;10;6;7;8;6;7;6;8;7;8
06.11.2023 01:00;6;5;6;10;5;7;8;7;7;6;8;7;8
06.11.2023 02:00;7;5;6;10;6;8;8;7;8;6;8;8;8
06.11.2023 03:00;7;5;6;10;6;7;8;7;8;6;9;8;8
06.11.2023 04:00;7;5;6;11;6;8;9;7;8;6;9;8;8
06.11.2023 05:00;7;5;6;11;6;8;9;7;8;6;9;8;8
06.11.2023 06:00;10;4;6;11;6;8;8;8;9;6;9;8;8
06.11.2023 07:00;11;4;6;11;6;8;9;8;8;6;8;9;8
06.11.2023 08:00;13;4;6;11;5;7;10;8;8;7;9;8;8
06.11.2023 09:00;8;4;6;10;6;8;11;10;11;8;23;8;9
06.11.2023 10:00;7;4;6;9;6;7;13;10;11;8;25;8;9
06.11.2023 11:00;7;4;6;9;7;8;12;10;12;7;28;11;10
06.11.2023 12:00;;4;7;10;7;9;13;11;12;8;37;13;10
06.11.2023 13:00;10;5;8;15;7;9;13;10;12;8;29;12;10
06.11.2023 14:00;9;5;7;17;6;11;16;12;14;8;45;11;9
06.11.2023 15:00;8;5;9;12;6;21;18;12;17;8;18;11;11
06.11.2023 16:00;9;5;11;10;7;14;18;14;18;9;13;13;12
06.11.2023 17:00;10;6;13;10;7;11;17;14;18;9;13;13;13
06.11.2023 18:00;9;6;12;10;7;12;17;14;18;9;14;12;13
06.11.2023 19:00;9;5;13;11;7;12;15;14;16;8;13;12;13
06.11.2023 20:00;9;6;12;12;7;13;17;15;17;9;14;13;15
06.11.2023 21:00;11;6;15;12;8;13;16;13;16;10;15;13;16
06.11.2023 22:00;10;6;11;13;7;12;14;13;15;10;14;13;15
06.11.2023 23:00;10;6;12;13;7;11;13;12;14;10;13;13;15
07.11.2023 00:00;8;5;8;11;6;9;11;10;11;7;11;9;11
07.11.2023 01:00;6;4;6;10;6;7;8;8;9;6;9;8;8
07.11.2023 02:00;6;4;5;10;5;7;7;6;7;5;8;7;7
07.11.2023 03:00;6;4;5;8;5;6;7;6;7;5;7;7;7
07.11.2023 04:00;5;4;5;7;5;6;7;6;7;5;7;7;6
07.11.2023 05:00;5;4;5;8;5;6;8;6;7;5;7;7;6
07.11.2023 06:00;5;4;5;8;5;6;9;7;7;5;7;8;7
07.11.2023 07:00;6;4;5;8;5;7;9;8;9;5;8;7;8
07.11.2023 08:00;7;4;7;8;5;8;12;11;11;7;10;9;10
07.11.2023 09:00;8;4;7;9;5;10;15;12;12;8;14;10;11
07.11.2023 10:00;7;4;8;10;5;9;15;9;10;9;12;10;9
07.11.2023 11:00;10;4;8;10;5;12;17;11;13;7;15;12;10
07.11.2023 12:00;9;4;9;9;6;12;14;11;13;19;20;12;10
07.11.2023 13:00;11;5;9;11;6;9;16;12;14;8;17;12;11
07.11.2023 14:00;8;4;;12;6;13;18;12;14;43;21;12;
07.11.2023 15:00;8;;9;17;6;9;16;12;15;7;11;15;11
07.11.2023 16:00;8;10;10;10;6;15;20;14;16;8;15;14;12
07.11.2023 17:00;7;8;12;10;5;10;17;14;16;7;11;15;11
07.11.2023 18:00;7;6;14;9;5;9;15;14;13;6;11;12;16
07.11.2023 19:00;7;7;10;10;4;9;10;9;9;7;10;11;13
07.11.2023 20:00;7;8;13;10;4;8;10;10;10;7;10;10;12
07.11.2023 21:00;7;8;12;12;5;9;9;10;11;7;13;9;10
07.11.2023 22:00;8;10;11;10;6;9;11;11;12;7;12;9;10
07.11.2023 23:00;8;10;8;10;6;9;10;10;10;7;12;9;9
08.11.2023 00:00;7;10;10;10;7;8;8;8;8;7;10;8;8
08.11.2023 01:00;6;9;7;9;7;7;7;8;8;6;8;8;7
08.11.2023 02:00;6;9;6;8;6;7;7;7;7;6;8;7;7
08.11.2023 03:00;6;8;6;8;5;7;7;7;7;6;7;7;7
08.11.2023 04:00;6;8;6;9;6;7;9;7;8;6;8;8;7
08.11.2023 05:00;6;7;6;8;6;7;9;7;8;6;8;7;7
08.11.2023 06:00;6;8;7;9;6;8;9;8;9;6;8;8;7
08.11.2023 07:00;7;8;7;10;6;8;10;10;10;7;9;9;8
08.11.2023 08:00;9;8;8;11;7;9;10;10;10;7;11;10;8
08.11.2023 09:00;8;8;8;11;7;10;10;12;11;12;12;10;10
08.11.2023 10:00;7;7;8;11;6;9;11;9;10;8;14;10;10
08.11.2023 11:00;8;7;8;10;6;8;9;9;10;8;12;12;9
08.11.2023 12:00;9;7;9;11;6;8;14;9;10;8;21;10;12
08.11.2023 13:00;15;7;9;10;7;10;19;12;13;77;13;11;12
08.11.2023 14:00;7;8;8;10;7;8;14;11;12;7;21;12;11
08.11.2023 15:00;7;9;8;11;7;8;15;12;14;42;13;14;11
08.11.2023 16:00;8;9;10;10;6;9;21;12;15;34;13;15;11
08.11.2023 17:00;9;8;14;9;7;12;24;17;20;15;19;20;16
08.11.2023 18:00;10;9;16;10;6;13;26;21;23;10;15;16;19
08.11.2023 19:00;10;9;18;12;7;13;15;15;14;9;16;13;21
08.11.2023 20:00;9;9;12;12;7;11;14;13;15;8;15;13;17
08.11.2023 21:00;10;10;15;13;7;12;13;13;14;9;15;13;17
08.11.2023 22:00;10;11;12;15;7;12;13;13;13;10;14;13;14
08.11.2023 23:00;10;11;11;14;7;11;12;12;12;10;12;13;12
09.11.2023 00:00;9;9;9;14;7;10;10;10;10;9;12;10;12
09.11.2023 01:00;8;9;9;13;8;9;9;10;10;8;12;10;10
09.11.2023 02:00;8;9;9;11;8;9;9;9;9;8;11;10;11
09.11.2023 03:00;7;9;8;11;8;9;8;8;9;8;10;9;9
09.11.2023 04:00;7;8;8;10;7;8;8;8;9;7;10;9;9
09.11.2023 05:00;7;8;8;10;7;8;8;8;8;7;9;9;8
09.11.2023 06:00;6;7;7;11;6;7;9;8;9;7;9;9;9
09.11.2023 07:00;7;7;7;11;6;8;13;12;12;6;10;10;11
09.11.2023 08:00;9;7;8;10;6;9;16;14;14;8;12;14;15
09.11.2023 09:00;10;9;9;11;6;10;16;14;15;9;19;15;32
09.11.2023 10:00;11;10;8;11;6;10;17;13;15;9;36;18;17
09.11.2023 11:00;10;9;10;17;6;11;15;13;14;14;21;19;20
09.11.2023 12:00;9;11;9;19;6;10;14;18;14;10;24;14;19
09.11.2023 13:00;10;10;10;20;5;10;16;16;15;15;54;15;24
09.11.2023 14:00;9;10;11;19;6;9;16;15;18;10;16;17;14
09.11.2023 15:00;9;9;11;19;6;11;14;13;16;8;15;14;15
09.11.2023 16:00;8;8;11;10;6;19;15;12;14;9;15;30;17
09.11.2023 17:00;9;9;11;10;6;15;18;15;18;10;16;16;19
09.11.2023 18:00;10;8;13;12;6;10;18;14;16;11;15;16;19
09.11.2023 19:00;7;6;13;10;6;9;16;13;15;8;15;11;19
09.11.2023 20:00;7;6;11;10;7;9;12;11;11;8;12;11;16
09.11.2023 21:00;7;7;11;10;6;9;12;11;11;8;13;12;14
09.11.2023 22:00;7;7;9;13;6;8;8;8;8;8;11;10;10
09.11.2023 23:00;7;8;9;12;7;8;8;8;9;8;11;9;11
10.11.2023 00:00;8;8;9;12;7;8;9;10;10;8;11;9;10
10.11.2023 01:00;7;8;8;11;7;8;8;10;10;8;10;9;10
10.11.2023 02:00;7;8;8;11;7;8;8;9;9;7;10;8;10
10.11.2023 03:00;6;8;7;11;7;7;7;8;8;7;9;8;9
10.11.2023 04:00;6;8;6;10;7;7;8;7;8;7;8;8;8
10.11.2023 05:00;6;8;7;10;6;7;8;7;8;7;9;8;8
10.11.2023 06:00;6;8;7;10;6;7;9;9;9;7;9;8;8
10.11.2023 07:00;7;9;7;10;6;8;11;10;11;7;10;9;9
10.11.2023 08:00;9;9;7;11;5;7;11;11;11;7;9;11;10
10.11.2023 09:00;9;9;8;11;5;8;11;11;11;8;10;12;11
10.11.2023 10:00;7;7;9;9;4;8;13;15;20;7;11;13;13
10.11.2023 11:00;7;6;9;11;4;13;14;13;14;7;13;23;14
10.11.2023 12:00;7;7;8;12;4;9;14;12;12;7;17;17;275
10.11.2023 13:00;7;8;8;12;4;9;16;13;14;7;23;12;15
10.11.2023 14:00;8;7;8;9;4;10;14;13;15;6;14;14;12
10.11.2023 15:00;7;8;9;10;4;11;13;14;13;28;12;18;14
10.11.2023 16:00;7;6;11;10;4;12;18;14;14;7;12;31;16
10.11.2023 17:00;8;7;10;10;5;9;16;13;13;8;16;23;33
10.11.2023 18:00;7;8;11;11;6;10;14;14;13;8;15;16;16
10.11.2023 19:00;9;9;13;11;7;11;12;13;12;10;16;16;19
10.11.2023 20:00;9;10;13;12;7;12;11;12;11;10;15;14;18
10.11.2023 21:00;9;11;12;13;7;11;12;13;12;9;14;12;15
10.11.2023 22:00;9;11;12;13;8;10;12;11;10;10;12;12;12
10.11.2023 23:00;8;11;12;12;7;10;9;11;10;10;13;11;12
11.11.2023 00:00;8;12;11;11;7;9;9;10;10;9;11;10;12
